restaurant_id,rating_hien_tai
1,3.691384408303131
2,4.8330940119129755
3,2.5729939908094734
4,3.683643486777669
5,3.7358969330308214
6,3.57048431188543
7,1.8240838432862068
8,3.187528420555726
9,3.962676962676963
10,4.176542837974484
11,3.7327188940092166
12,4.233817183209101
13,3.0516189582355704
14,3.793084370677732
15,3.7185217017619254
16,2.3310679611650484
17,2.4093959731543624
18,4.341027953110911
19,2.60832137733142
20,2.873462214411248
21,3.5518987341772155
22,3.1622911694510742
23,1.6033171218356403
24,2.870967741935484
25,2.551440329218107
26,3.6396648044692737
27,2.465009810333551
28,4.574970484061392
29,2.0833333333333335
30,1.4755944931163953
31,2.23006416131989
32,2.669565217391304
33,1.8596491228070173
34,2.2950231654461217
35,3.0838052095130237
36,3.0588625802168625
37,1.8029863127333057
38,4.364485981308412
39,4.703853955375254
40,2.8538812785388123
41,1.8385093167701865
42,3.251150399612497
43,1.6410256410256407
44,1.8366124893071
45,3.793103448275862
46,3.165365181442352
47,4.0
48,4.283697047496791
49,2.6655245123879805
50,3.9400921658986183
51,3.3602015113350125
52,4.2530949105914715
53,3.8661559260928353
54,4.350594227504245
55,2.9146666666666667
56,3.9511111111111106
57,2.805869074492099
58,1.1793641271745652
59,3.1840228245363766
60,4.7789757412398925
61,1.6901408450704225
62,2.1297709923664123
63,2.797202797202797
64,3.0486202365308803
65,1.4170225298188779
66,2.7516778523489935
67,4.035330261136713
68,3.2160564020923355
69,2.0427520381785644
70,2.9211356466876968
71,2.8289473684210527
72,2.0148048452220726
73,3.0000000000000004
74,1.9566433566433568
75,3.07909604519774
76,3.716773602199816
77,3.8259109311740898
78,1.8676789587852494
79,2.264705882352941
80,2.1401547721410146
81,3.1538461538461533
82,2.949485041687101
83,1.6018930957683741
84,2.398959236773634
85,3.0000000000000004
86,2.658862876254181
87,2.6517954298150164
88,2.9955947136563874
89,2.2848101265822787
90,2.380952380952381
91,1.9409937888198758
92,2.977777777777778
93,4.376561254318363
94,3.3928571428571432
95,3.1725601131541725
96,3.169717138103162
97,2.6583506583506584
98,3.9729529455353836
99,3.054764512595838
100,2.710791366906475
101,2.25
102,2.9245283018867925
103,4.823529411764706
104,1.8786610878661085
105,3.7701453104359315
106,3.8680073126142593
107,2.891808346213292
108,3.2619047619047614
109,4.558508579538124
110,1.5487950369840136
111,3.6904441453566625
112,3.9251336898395723
113,2.8319299427416635
114,1.3461863214185192
115,2.1934561626429483
116,1.8564231738035262
117,2.882374496152437
118,2.2857142857142856
119,3.7479541734860886
120,3.3532804614275418
121,2.8318227593152066
122,1.8823529411764706
123,2.8918918918918917
124,2.6380368098159512
125,3.1666666666666665
126,3.732444444444445
127,3.462686567164179
