restaurant_id,restaurant_name,address,image_path_02
322,Hồng Trà Ngô Gia - Cư Xá Phú Lâm B,"D11 Cư Xá Phú Lâm B, P. 13, Quận 6, TP. HCM",images/continental_palace_saigon_buffet_692.jpg
323,Mì Xào Ốc - Bà Hạt,"651 Bà Hạt, P. 6, Quận 10, TP. HCM",images/con_ga_mai__com_ga_phu_yen__nguyen_inh_chieu_596.jpg
324,Yến Cua - Gỏi Cuốn Cua Biển Hạnh Yến,"830/42 Sư Vạn Hạnh Nối Dài, P. 13, Quận 10, TP. HCM",images/con_ga_mai__com_ga_phu_yen__quang_trung_394.jpg
325,Gà Đồng - Cháo Gà & Gỏi Gà - Dương Quảng Hàm,"412 Dương Quảng Hàm, P. 5, Quận Gò Vấp, TP. HCM",images/couleurs_de_saigon_cafe_476.jpg
326,Ăn Vặt Cô 2 - Nguyễn Nhữ Lãm,"16/19 Nguyễn Nhữ Lãm, P. Phú Thọ Hòa, Quận Tân Phú, TP. HCM",images/co_3_coi_2__buffet_lau__nuong_340.jpg
327,"Quán Thủy Trúc - Cơm, Hủ Tiếu & Bánh Canh","18 - 35 Nguyễn Nhữ Lãm, P. Phú Thọ Hòa, Quận Tân Phú, TP. HCM",images/co_ba_che__com_tam_long_xuyen__nguyen_thai_son_590.jpg
328,Bánh Canh Cua Út Ngọc - Nguyễn Nhữ Lãm,"57 Nguyễn Nhữ Lãm, P. Phú Thọ Hòa, Quận Tân Phú, TP. HCM",images/co_ba_che__com_tam_long_xuyen__nguyen_xi_489.jpg
329,Bánh Mì Hà Nội - Nguyễn Thiện Thuật,"83 - 85 Nguyễn Thiện Thuật, Quận 3, TP. HCM",images/co_ba__banh_canh_cua__xo_viet_nghe_tinh_350.jpg
330,Bếp Nhà Thỏ - Ăn Vặt Online,"79 Lê Lư, P. Phú Thọ Hòa, Quận Tân Phú, TP. HCM",images/co_dieu__banh_canh_cua__nguyen_kiem_648.jpg
331,"Highlands Coffee - Trà, Cà Phê & Bánh - Nguyễn Xí","154 Nguyễn Xí, P. 26, Quận Bình Thạnh, TP. HCM",images/co_dieu__banh_canh_cua__nguyen_kiem_654.jpg
332,Thế Giới Steak - Phan Văn Trị,"493 Phan Văn Trị, P. 5, Quận Gò Vấp, TP. HCM",images/co_ha__bun_nem_nuong__cha_gio_526.jpg
333,Wow Chicken - Gà Rán & Cơm Gà - Nguyễn Hữu Cảnh,"135/1/138 Nguyễn Hữu Cảnh, P. 22, Quận Bình Thạnh, TP. HCM",images/co_hien__chao_ga_bac_bo_617.jpg
334,Lotteria - Bạch Đằng,"445 Bạch Đằng, P. 2, Quận Bình Thạnh, TP. HCM",images/co_hong__trai_cay_hop_728.jpg
335,"Cơm Gà, Cháo & Gỏi Gà Ta Tường Vy - Phan Huy Ích","45 Phan Huy Ích, P. 15, Quận Tân Bình, TP. HCM",images/co_hong__xoi_ga_xe_748.jpg
336,Bác 2 Voi - Gà Ủ Muối - Tân Sơn Nhì,"38 Tân Sơn Nhì, P. Tân Sơn Nhì, Quận Tân Phú, TP. HCM",images/co_iep__nem_nuong_nha_trang__khanh_hoi_132.jpg
337,Bún Chả Hà Nội Ba Học - Đường D13,"30 Đường D13, P. Tây Thạnh, Quận Tân Phú, TP. HCM",images/co_loan__chao_suon__tan_hai_56.jpg
338,Tàu Hủ Cóc - Hoa Sứ,"32 Hoa Sứ, P. 2, Quận Phú Nhuận, TP. HCM",images/co_nam__banh_trang_tron__sinh_to__le_thi_hong_434.jpg
339,Nước Dừa Trân Châu Dừa Cô Hiền,"187/30 Mai Xuân Thưởng, P. 5, Quận 6, TP. HCM",images/co_nam__banh_trang_tron__sinh_to__le_thi_hong_442.jpg
340,Lotte Legend Saigon Hotel,"2A - 4A Tôn Đức Thắng, P. Bến Nghé, Quận 1, TP. HCM",images/co_na__xoi_chien__chuoi_chien_5_sao_444.jpg
341,Cơm Gà Xối Mỡ Thạch Lam - Diệp Minh Châu,"21 Diệp Minh Châu, P. Tân Sơn Nhì, Quận Tân Phú, TP. HCM",images/co_nhai__bun_rieu__bun_moc_652.jpg
342,Bánh Tráng Nướng Cô Chín - Nguyễn Xí,"123/36 Nguyễn Xí, P. 26, Quận Bình Thạnh, TP. HCM",images/co_nha__banh_trang_muoi_nhuyen_48.jpg
343,Gà Ta Phú Hào - 1322 Huỳnh Tấn Phát,"1322 Huỳnh Tấn Phát, P. Phú Mỹ, Quận 7, TP. HCM",images/co_nha__banh_trang_muoi_nhuyen_57.jpg
344,"The Healthy House - Smoothies, Juice & Detox - Nam Kỳ Khởi Nghĩa","179 Nam Kỳ Khởi Nghĩa, P. 7, Quận 3, TP. HCM",images/co_thao__pha_lau_bo_503.jpg
345,Ms Tea House - Trần Hưng Đạo,"107 Trần Hưng Đạo, P.6, Quận 5, TP. HCM",images/crystal_jade_palace__lotte_legend_saigon_hotel_21.jpg
346,Ốc Đông Giang - Nguyễn Thị Huê,"56/2a Nguyễn Thị Huê, X. Bà Điểm, Huyện Hóc Môn, TP. HCM",images/crystal_jade_palace__lotte_legend_saigon_hotel_237.jpg
347,Cơm Trưa Gia Minh,"004 Lô H Chung Cư Nguyễn Thiện Thuật, Nguyễn Thiện Thuật, P. 1, Quận 3, TP. HCM",images/cua_phi_phi__chuan_vi_nguoi_hoa__hoang_sa_492.jpg
348,Lẩu Dê Toàn Trí 2 - Nguyễn Thị Thập,"210A Nguyễn Thị Thập, Quận 7, TP. HCM",images/cua_phi_phi__chuan_vi_nguoi_hoa__hoang_sa_494.jpg
349,Trà Sữa The Sky Shop - Trần Hưng Đạo,"583 Trần Hưng Đạo, P.Cầu Kho, Quận 1, TP. HCM",images/cubo__com_tam_em_77.jpg
350,Pendolasco - Nhà Hàng Ý,"30 Tống Hữu Định, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",images/cubo__com_tam_em_82.jpg
351,Ccomaya Kids Cafe,"105 - 107 Khu Phố Mỹ Hào, P. Tân Phong, Quận 7, TP. HCM",images/cyclo_resto__am_thuc_a_au_382.jpg
352,Mì Xào Anh Tô,"709 Song Hành, X. Tân Thới Nhì, Huyện Hóc Môn, TP. HCM",images/de_italianos_pizza_191.jpg
353,Bún Mọc A Cọp,"172 Trần Nhân Tôn, Quận 10, TP. HCM",images/diem_quynh_ga_nuong__d4_binh_khanh_536.jpg
354,Bánh Canh Cua Mẹ Yuna,"288 Thành Công, P. Tân Thành, Quận Tân Phú, TP. HCM",images/diep_anh_bun_cha_ha_noi__le_trong_tan_484.jpg
355,Clumsy - Trà Sữa Đậm Vị - Nguyễn Cảnh Chân,"Tk20/8 Nguyễn Cảnh Chân, P. Cầu Kho, Quận 1, TP. HCM",images/dinh_y__com_ga_xoi_mo__so_23_298.jpg
356,Làng Vòng - Bún Đậu Mắm Tôm & Bún Chả - Nguyễn Hữu Cầu,"47/5D Nguyễn Hữu Cầu, P. Trung Mỹ Tây, Quận 12, TP. HCM",images/di_binh__banh_canh_cua__xom_chieu_10.jpg
357,A Quý - Hủ Tiếu & Mì Hoành Thánh - Huỳnh Văn Bánh,"20 Huỳnh Văn Bánh, P. 15, Quận Phú Nhuận, TP. HCM",images/di_binh__banh_canh_cua__xom_chieu_24.jpg
358,Bò Bía Trứng - Chợ Tân Định,"127 Nguyễn Hữu Cầu, P. Tân Định, Quận 1, TP. HCM",images/di_nam_sa_ec__hu_tieu_hu_tiu__banh_tam_375.jpg
359,Bún Cá Nha Trang - Nem Nướng Nha Trang Yến - An Dương Vương,"410-412 An Dương Vương P. 4 (Cũ 197C Lê Hồng Phong, P. 4), Quận 5, TP. HCM",images/dodo_pizza__tran_hung_ao_69.jpg
360,Wayne’s Coffee Thảo Điền Green - 192 Nguyễn Văn Hưởng,"192 Nguyễn Văn Hưởng, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",images/dodo_pizza__tran_hung_ao_74.jpg
361,Phúc Long Lê Văn Lương,"592 Lê Văn Lương, P. Tân Phong, Quận 7, TP. HCM",images/dominos_pizza__pham_hong_thai_120.jpg
362,The Kor Korea Fastfood,"A1.18 Chung Cư Ruby Celadon , P. Sơn Kỳ, Quận Tân Phú, TP. HCM",images/dominos_pizza__pham_hong_thai_124.jpg
363,Quán Mạ Ơi - Món Huế,"59 Thạch Thị Thanh, P. Tân Định, Quận 1, TP. HCM",images/dona__bun_cha__bo_kho__59_hoa_su_688.jpg
364,Starbucks Coffee - Golden Mansion,"Lô TM 1.01, Tầng 1, Tòa Nhà Golden Mansion, 119 Phổ Quang, Quận Phú Nhuận, TP. HCM",images/dookki_viet_nam__lau__buffet_tokpokki__quang_trung_194.jpg
365,Quán Chú Mười - Gà Ác Tiềm Thuốc Bắc & Cháo Đậu Xanh,"178 Phan Huy Ích, Quận Gò Vấp, TP. HCM",images/duyen_quan__hu_tieu_nam_vang_57.jpg
366,Thành Đạt - Hủ Tiếu Nam Vang - Vạn Kiếp,"81D Vạn Kiếp, P. 3, Quận Bình Thạnh, TP. HCM",images/essence__cake__coffee_548.jpg
367,Lotteria - Lottemart Gò Vấp,"Tầng Trệt Lotte Mart Gò Vấp, 242 Nguyễn Văn Lượng, P. 10, Quận Gò Vấp, TP. HCM",images/farm_coffee__tran_hung_ao_411.jpg
368,Vựa Cơm Sài Gòn,"6/3 Nguyễn Thị Minh Khai, P. Đa Kao, Quận 1, TP. HCM",images/foody_hcm_333.jpg
369,Con Gà Mái - Cơm Gà Phú Yên - Trần Cao Vân,"21A Trần Cao Vân, P. Đa Kao, Quận 1, TP. HCM",images/fusion_cafe_295.jpg
370,Vịt Cay Số 1 Singapore,"445 Bà Hạt, P. 8, Quận 10, TP. HCM",images/g79__banh_canh_nem_nuong_732.jpg
371,Phở Bắc - 30 Nguyễn Trường Tộ,"30 Nguyễn Trường Tộ, P.12, Quận 4, TP. HCM",images/gam__chan_ga_muoi_sa_ot_204.jpg
372,Hải Hội Quán - Bún Chả Hà Nội & Nem Rán,"51 Xuân Thủy, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",images/gao_gao__ca_vien_chien__an_vat__huynh_van_banh_376.jpg
373,Lavida - Trà Sữa & Cà Phê - Trần Ngọc Diện,"19 Trần Ngọc Diện, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",images/gateau_de_blanc__dessert__cafe__khu_pho_my_tu_3_460.jpg
374,Baba's Kitchen - Ẩm Thực Ấn Độ - Lê Văn Miến,"35 Lê Văn Miến, P. Thảo Điền, Quận 2, TP. HCM",images/ga_delichi__ga_nuong_muoi_ot_ga_len_mam__ga_bo_xoi_170.jpg
375,Gogi House - Quán Nướng Hàn Quốc - Nguyễn Tri Phương,"521 Nguyễn Tri Phương, P. 8, Quận 10, TP. HCM",images/ga_han_thuyen_745.jpg
376,Bào Quán - Cá Viên Chiên & Ăn Vặt,"31 Nguyễn Đình Chiểu, P. 4, Quận Phú Nhuận, TP. HCM",images/ga_hap_hem_34_hoc_mon_384.jpg
377,2 Chị Em - Cơm Gà Nha Trang - Trường Sơn,"CC19 Trường Sơn, P. 15, Quận 10, TP. HCM",images/ga_met_quan__uong_c18_72.jpg
378,Mì Quảng Thu Bồn - Nguyễn Trọng Tuyển,"182/1 Nguyễn Trọng Tuyển, P. 8, Quận Phú Nhuận, TP. HCM",images/ga_met_quan__uong_c18_77.jpg
379,Sum Cafe & Restaurant,"150 Nguyễn Lương Bằng, P. Tân Phú, Quận 7, TP. HCM",images/ga_nuong_lu_viet_huong__le_quang_inh_266.jpg
380,Lotteria - Bến Xe Miền Đông,"292 Đinh Bộ Lĩnh, P. 26, Quận Bình Thạnh, TP. HCM",images/ga_nuong_muoi_ot_bin_bo__510_ly_thai_to_496.jpg
381,Món Ăn Huế - 62 Trần Quang Diệu,"62 Trần Quang Diệu, P.14, Quận 3, TP. HCM",images/ga_nuong_muoi_ot__31_nguyen_thuong_hien_224.jpg
382,TOUS les JOURS - Panorama,"SA-01 Panorama, P. Tân Phong, Quận 7, TP. HCM",images/ga_nuong_phi_long__nguyen_bieu_490.jpg
383,Bếp Xanh An Duyên - Nhà Hàng Chay,"10 Nguyễn Tri Phương, Quận 5, TP. HCM",images/ga_ran_kfc__ngo_quyen_201.jpg
384,Ăn Vặt Sài Gòn Quán 1992 - Thành Thái,"7A/33/5 Thành Thái, P.14, Quận 10, TP. HCM",images/ga_ran_popeyes__nguyen_van_luong_59.jpg
385,Quán Bo - Bún Mắm & Bánh Canh Cua,"1196 Lê Đức Thọ, Quận Gò Vấp, TP. HCM",images/ga_ran_popeyes__nguyen_van_luong_64.jpg
386,Anh Mai - Hủ Tiếu Cá,"99B Lê Thị Riêng, P. Bến Thành, Quận 1, TP. HCM",images/ga_ran_va_mi_y__jollibee__pasteur_47.jpg
387,Kadohachi - Nhà Hàng Nhật Bản,"950 Nguyễn Văn Linh, P. Tân Phong, Quận 7, TP. HCM",images/ga_ran_va_mi_y__jollibee__pasteur_56.jpg
388,Marukame Udon - SC VivoCity,"Tầng 2 - SC VivoCity, 1058 Nguyễn Văn Linh, KP. 1, P. Tân Phong, Quận 7, TP. HCM",images/ga_ran__burger_mcdonalds_vivo_588.jpg
389,Gà rán và Mì Ý - Jollibee - Phạm Văn Đồng,"Tầng B1 Giga Mall, 240 - 242 Phạm Văn Đồng, P. Hiệp Bình Chánh, Tp. Thủ Đức, TP. HCM",images/ga_tan_ai_binh_316.jpg
390,Mười Đoàn - Hủ Tiếu Nam Vang - Đặng Văn Bi,"49 Đặng Văn Bi, P. Trường Thọ, Tp. Thủ Đức, TP. HCM",images/ga_tan_gia_bao__18bis30_nguyen_thi_minh_khai_164.jpg
391,Hoàng Ty - Đặc Sản Trảng Bàng - Tạ Quang Bửu,"821 Tạ Quang Bửu, P. 5, Quận 8, TP. HCM",images/ga_tan_ha_noi_122.jpg
392,Sukiya - Cơm Bò Hầm & Mì Ramen - SC VivoCity,"Tầng 4 - SC VivoCity,1 058 Nguyễn Văn Linh, P. Tân Phong, Quận 7, TP. HCM",images/ga_tan_ha_noi_126.jpg
393,Gà Rán Popeyes - Phú Mỹ Hưng,"62 Nguyễn Đức Cảnh, P. Tân Phong, Quận 7, TP. HCM",images/ga_ta_quynh_nhu__huong_lo_2_419.jpg
394,Yoogane Chicken Galbi - Phú Mỹ Hưng,"S36 - 1 Phạm Văn Nghị, Khu Phố Sky Garden 1, P. Tân Phong, Quận 7, TP. HCM",images/ga_tiem_ai_duong__am_thuc_trung_hoa_660.jpg
395,Xôi Xéo Hà Nội,"82 Đ. Châu Thị Hóa, P. 4, Quận 8, TP. HCM",images/ga_tiem_vinh_hoa_63.jpg
396,Quán Cháo Vịt Bảy Khương,"606/6 Đường 3 Tháng 2, P. 14, Quận 10, TP. HCM",images/ga_tiem_vinh_hoa_68.jpg
397,Cơm Chiên Tá Lả - Bùi Viện,"84/29 Bùi Viện, P. Phạm Ngũ Lão, Quận 1, TP. HCM",images/ga_vit_quay_van_inh_612.jpg
398,Hùng Mập - Phở Gà & Phở Bò,"145 Bàu Cát 2, P. 12, Quận Tân Bình, TP. HCM",images/gem_tea__coffee__juice_512.jpg
399,Busan Korean Food - Nguyễn Tri Phương,"272A Nguyễn Tri Phương, P. 4, Quận 10, TP. HCM",images/geylang_lor_9__chao_ech_singapore__ong_du_175.jpg
400,7 Bún Riêu,"122 Hậu Giang, P. 6, Quận 6, TP. HCM",images/gia_bao__bun_cha_ha_noi__ton_that_thuyet_60.jpg
401,BreadTalk - Vạn Hạnh Mall,"FM17 - 18 Vạn Hạnh Mall, 11 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",images/gia_lai_quan__bun_thit_nuong__banh_cuon_tay_son_635.jpg
402,Gangnam - Modern Korean Food,"Số 23, Lô A8, Khu Dân Cư Cầu Kinh, P.25, Quận Bình Thạnh, TP. HCM",images/gio_cha_minh_chau__ly_tu_trong_324.jpg
403,Texas Chicken - Nguyễn Gia Trí,"203 Nguyễn Gia Trí (Đường D2), P. 25, Quận Bình Thạnh, TP. HCM",images/goc_hue__chuyen_mon_hue__song_hanh_551.jpg
404,Trà Sữa Wozzi,"Đối Diện 214 Nguyễn Văn Nghi, P. 7, Quận Gò Vấp, TP. HCM",images/goi_ca_trich_co_tu__ac_san_phu_quoc__truong_sa_518.jpg
405,Ếch Ka - Cháo Ếch Singapore - 169 Lê Trọng Tấn,"169 Lê Trọng Tấn, P. Sơn Kỳ, Quận Tân Phú, TP. HCM",images/goi_cuon_co_phuong__goi_cuon__goi_u_u__nguyen_thi_xieu_453.jpg
406,Cháo Ếch Singapore - 374B Trường Chinh,"374B Trường Chinh, P. 13, Quận Tân Bình, TP. HCM",images/goi_cuon_quyen_tran_593.jpg
407,Minh Khang - Gà Ác Tiềm Thuốc Bắc & Súp Cua,"285/27 Lê Văn Quới, P. Bình Trị Đông, Quận Bình Tân, TP. HCM",images/goi_cuon__bo_bia__bui_vien_367.jpg
408,Mì Vịt Tiềm Thượng Hải,"50/1 Gò Dầu, P. Tân Quý, Quận Tân Phú, TP. HCM",images/goi_kho_bo_ong_nam__nguyen_van_thu_49.jpg
409,Bún Mắm Nêm - Mười Thời Đà Nẵng - Phan Sào Nam,"32/96 Phan Sào Nam, P. 11 (Kế Bên 143 Đồng Đen), Quận Tân Bình, TP. HCM",images/golden_corner__tea__cakes__tran_hung_ao_587.jpg
410,Nhà Hàng Cơm Niêu Sài Gòn - Tú Xương,"27 Tú Xương, P. 7, Quận 3, TP. HCM",images/goobne_chicken__nguyen_thi_thap_722.jpg
411,Bánh Bèo Sài Gòn,"130 Đinh Bộ Lĩnh, P. 26, Quận Bình Thạnh, TP. HCM",images/go_thai_noodles__mi_thai__xuan_thuy_547.jpg
412,Bánh Giò Cô Tấm - Bạch Đằng,"325/16/6 Bạch Đằng, P. 15, Quận Bình Thạnh, TP. HCM",images/guta_cafe__199_cach_mang_thang_8_297.jpg
413,Downtown Steakhouse - Nguyễn Huệ,"Tầng 3, 42 Nguyễn Huệ, P. Bến Nghé, Quận 1, TP. HCM",images/haidilao__phan_van_tri_364.jpg
414,Xôi A Kỳ - Xôi Mặn Xôi Ngọt & Bánh Mì - Bà Hạt,"188 Bà Hạt, P. 9, Quận 10, TP. HCM",images/hai_anh_em__bun_au_mam_tom__le_trong_tan_520.jpg
415,Gà Rán KFC - Phú Mỹ Hưng,"S41 - 1 Bùi Bằng Đoàn, P. Tân Phong, Quận 7, TP. HCM",images/hai_san_maria_saigon_336.jpg
416,Rau Sạch Đà Lạt - Shop Online,"B7.8 Chung cư Khánh Hội 1, Bến Vân Đồn, P. 1, Quận 4, TP. HCM",images/hai_son__lau_hai_san__cac_mon_tiem_101.jpg
417,Saigon Central Market,"Khu B Công Viên 23/9, Phạm Ngũ Lão, Quận 1, TP. HCM",images/hai_son__lau_hai_san__cac_mon_tiem_96.jpg
418,Melloweer Coffee - Đồng Khởi,"235 Đồng Khởi, P. Bến Nghé, Quận 1, TP. HCM",images/hang_tiramisu__nguyen_thuong_hien_610.jpg
419,Bún Đậu Mạc Văn Khoa -Tên Lửa,"499 Tên Lửa, P. Bình Trị Đông B, Quận Bình Tân, TP. HCM",images/hang__banh_trang_tron__banh_trang_nuong_629.jpg
420,"Highlands Coffee - Trà, Cà Phê & Bánh - Saigon South","152 Nguyễn Lương Bằng, P. Tân Phú, Quận 7, TP. HCM",images/hani_milk_tea__uong_so_17_296.jpg
421,Signature Lounge - Caravelle Hotel,"Tầng 9 Caravelle Hotel, 19 - 23 Công Trường Lam Sơn, P. Bến Nghé, Quận 1, TP. HCM",images/hanoi_ngon__nem_chua_ran_an_vat_chuan_ha_noi__huynh_thuc_khang_30.jpg
422,Tokyo Deli Express - Sushi - 3 Tháng 2,"386 - 388 Đường 3 Tháng 2, Quận 10, TP. HCM",images/hanoi_ngon__nem_chua_ran_an_vat_chuan_ha_noi__huynh_thuc_khang_40.jpg
423,CƠM GÀ 124 BÙI HỮU NGHĨA,"124 Bùi Hữu Nghĩa, P. 7, Quận 5, TP. HCM",images/hanuri__quan_an_han_quoc__cong_hoa_455.jpg
424,Dê Núi Bình Thuận,"55 Nguyễn Đức Thuận, P. 13, Quận Tân Bình, TP. HCM",images/han_flan__tra_sua__che_khuc_bach__le_van_tho_421.jpg
425,Ăn Vặt Hí Food - Chân Gà & Tai Heo - Shop Online - Đoàn Văn Bơ,"772/23/21 Đoàn Văn Bơ, Quận 4, TP. HCM",images/ha_cao_hong_kong__chung_cu_phan_xich_long_630.jpg
426,Nhà Hàng Chay Tashi - Món Chay - 22 Đường Nam Thông 1B,"22 Đường Nội Khu Nam Thông 1B, P. Tân Phú, Quận 7, TP. HCM",images/ha_cao_ngoc_lan__vinh_vien_458.jpg
427,Bún Thịt Nướng Hải Đăng - 149 Chấn Hưng (Không Chi Nhánh),"149 Chấn Hưng, P. 6, Quận Tân Bình, TP. HCM",images/ha_thanh_quan__bun_au_mam_tom__nguyen_bieu_427.jpg
428,Gà rán và Mì Ý - Jollibee - Tô Ký,"Tầng Trệt, Co.op Mart Tô Ký, 10A Tô Ký, P. Trung Mỹ Tây, Quận 12, TP. HCM",images/ha_thanh_quan__truong_son_428.jpg
429,Pizza Hut - Phạm Văn Chiêu,"82 Phạm Văn Chiêu, Quận Gò Vấp, TP. HCM",images/hem_fast_food__mon_han_quoc__bau_cat_565.jpg
430,Cơm Tấm Cây Khế 1 - Nguyễn Oanh,"350 Nguyễn Oanh, P. 17, Quận Gò Vấp, TP. HCM",images/hem_fast_food__mon_han_quoc__nguyen_cu_trinh_566.jpg
431,Hủ Tiếu Mực Ông Già - Tôn Thất Thiệp,"62/3 Tôn Thất Thiệp, P. Bến Nghé, Quận 1, TP. HCM",images/highlands_coffee__tra_ca_phe__banh__luy_ban_bich_11.jpg
432,Gà Nướng Chicken Kitchen,"38 Đồng Nai, P. 15, Quận 10, TP. HCM",images/highlands_coffee__tra_ca_phe__banh__luy_ban_bich_25.jpg
433,Hồng Ân - Bánh Mì Nem Nướng Lá Lốt,"494 Mã Lò, P. Bình Hưng Hòa A, Quận Bình Tân, TP. HCM",images/hoang_ty_group__ac_san_trang_bang__truong_quoc_dung_31.jpg
434,Thích Chè - Huỳnh Tấn Phát,"1113/8a Huỳnh Tấn Phát, P. Phú Thuận, Quận 7, TP. HCM",images/hoang_ty_group__ac_san_trang_bang__truong_quoc_dung_41.jpg
435,Quán Nguyễn 287 - Sinh Tố & Nước Ép,"462/2 Lê Văn Lương, P. Tân Hưng, Quận 7, TP. HCM",images/hoang_ty__ac_san_trang_bang__cao_thang_309.jpg
436,Chiaki Hiro - Cơm Gà Singapore - Đường 9A,"34/8A Đường Số 9A, P. Bình Hưng Hoà A, Quận Bình Tân, TP. HCM",images/hoanh_thanh_la_chi_yen__minh_phung_131.jpg
437,Bánh Tráng Trộn Kim Yến,"415/7 Tân Hương, P. Tân Quý, Quận Tân Phú, TP. HCM",images/hoa_ong_quan__bun_cha_532.jpg
438,Trà Sữa Sunday Basic - Tô Hiến Thành,"51 Tô Hiến Thành, P. 13, Quận 10, TP. HCM",images/hobak__an_vat_han_an_la_ghien__hau_giang_495.jpg
439,Lẩu Cá Thác Lác,"2 Tam Bình, P. Hiệp Bình Chánh, Tp. Thủ Đức, TP. HCM",images/hoi_an_bistro__mi_quang__hong_uc_517.jpg
440,Tuyết - Quán Ốc 35K,"271 Nơ Trang Long, P. 13, Quận Bình Thạnh, TP. HCM",images/holiz__banh__tra_sua_600.jpg
441,Cơm Gà Hai Nam - Phan Văn Trị,"377B Phan Văn Trị, P. 11, Quận Bình Thạnh, TP. HCM",images/hong_anh__banh_flan_328.jpg
442,Nem Nướng Nia - Nem Nướng - Hoàng Diệu,"50 Hoàng Diệu, Quận 4, TP. HCM",images/hong_hanh__banh_cuon__mon_hue_227.jpg
443,Quán Bún Ngan Phố Cổ,"146 Lý Chính Thắng, P. 7, Quận 3, TP. HCM",images/hong_phuc__com_ga_xoi_mo_704.jpg
444,Xôi Lá Chuối - Đường 3/2,"83A - 85 Đường 3/2, P. 11, Quận 10, TP. HCM",images/hoshi_sushi_343.jpg
445,Mì Cay Seoul - Nguyễn Duy Trinh,"219 Nguyễn Duy Trinh, P. Bình Trưng Tây, Quận 2, TP. HCM",images/ho_lo_coffee_534.jpg
446,Phở Hoàng Sài Gòn - Phạm Hùng,"75 Đ. Phạm Hùng, X. Bình Hưng, Huyện Bình Chánh, TP. HCM",images/hp_com_tam_426.jpg
447,Xôi Mặn Minh Hưng - Độc Lập,"268 Độc Lập, P. Tân Thành, Quận Tân Phú, TP. HCM",images/hue_hung_tra_gia__iem_tam_trung_hoa_102.jpg
448,Bún Đậu Cầu Gỗ - Phan Xích Long,"444 Phan Xích Long, P. 2, Quận Phú Nhuận, TP. HCM",images/hue_hung_tra_gia__iem_tam_trung_hoa_107.jpg
449,Bánh Tráng Bơ Vincy Nguyễn,"628 Nguyễn Trãi, P. 8, Quận 5, TP. HCM",images/huyen_trang__banh_trang_tron_611.jpg
450,Bánh Xèo Miền Trung - Bùi Văn Ba,"119 Bùi Văn Ba, Quận 7, TP. HCM",images/hu_tieu_bao_ngoc_715.jpg
451,Tràng An - Phở Gà & Cháo Lòng,"182 Phan Xích Long, P. 7, Quận Phú Nhuận, TP. HCM",images/hu_tieu_chay_cay_e__nguyen_son_230.jpg
452,Bà Tám - Bún Thịt Nướng,"Sạp 1028 Cửa 9 Chợ Bến Thánh, Lê Thánh Tôn, bến Thành, Quận 1, TP. HCM",images/hu_tieu_de_tien_nhan__nguyen_chi_thanh_156.jpg
453,Bà Có - Cá Viên Chiên,"10 Nguyễn Du, P. 17, Quận Gò Vấp, TP. HCM",images/hu_tieu_hong_phat_708.jpg
454,Pizza Hut - Phạm Hùng,"364 Phạm Hùng (Đối Diện Nhà Thờ Nam Hải), P. 5, Quận 8, TP. HCM",images/hu_tieu_mi_hong_phat_746.jpg
455,Chị Hương - Bánh Tráng Chấm Trứng Bơ,"190 Đường Tuy Lý Vương, P. 13, Quận 8, TP. HCM",images/hu_tieu_nam_vang_lien_hua__ao_cam_moc_49.jpg
456,"Cơm Gà, Mẹt Gà, Gỏi - Gà Ta Ngon Số 1 – 120 Vĩnh Hội","120 Vĩnh Hội, P. 4, Quận 4, TP. HCM",images/hu_tieu_nam_vang_lien_hua__ao_cam_moc_58.jpg
457,"Cơm Gà, Mẹt Gà, Gỏi - Gà Ta Ngon Số 1 – 120 Trương Công Định","120 Trương Công Định, P. 14, Quận Tân Bình, TP. HCM",images/hu_tieu_nam_vang_tylum_733.jpg
458,"Le Juice - Sinh Tố, Nước Ép, Trái Cây Dầm - Đường Số 9","1/2 Đường Số 9, P. Bình An, Tp. Thủ Đức, TP. HCM",images/hu_tieu_sadec__hu_tieu_nam_vang_197__chu_van_an_592.jpg
459,Hồng Trà Ngô Gia - Hà Tôn Quyền,"120 Hà Tôn Quyền, P. 4, Quận 11, TP. HCM",images/hu_tieu_uc_ky__nguyen_thi_inh_595.jpg
460,Bánh Sầu Riêng 9 Sạch - Nguyễn Ảnh Thủ,"466 Đường Nguyễn Ảnh Thủ, P. Hiệp Thành, Quận 12, TP. HCM",images/hu_tieu__619_nguyen_trai_369.jpg
461,Ann Quán,"66 Ngô Đức Kế, P. Bến Nghé, Quận 1, TP. HCM",images/ikigai_sushi__cao_thang_539.jpg
462,Sushi World - Tôn Thất Thiệp,"25 Tôn Thất Thiệp, P. Bến Nghé, Quận 1, TP. HCM",images/izbon_tea__mac_inh_chi_497.jpg
463,B.story Cafe,"57E Tú Xương, P. 7, Quận 3, TP. HCM",images/jeju_quan__mon_an_han_quoc_643.jpg
464,Fujiro - Cơm Set Nhật Bản - Thái Văn Lung,"8A/8B1 Thái Văn Lung, Quận 1, TP. HCM",images/jolie_cheese__mi_cay__ga_cay_pho_mai_121.jpg
