restaurant_id,restaurant_name,address,image_path_02
904,Bún Bò Sông Hương - Quang Trung,"808 Quang Trung, P. 8, Quận Gò Vấp, TP. HCM",
905,"Cô Bé - Nem, Tré & Chả","315 Nguyễn Thượng Hiền, P. 4, Quận 3, TP. HCM",
906,Hai Cây Dừa - Bánh Mì Chiên Tôm & Cà Ri,"163/1 Tô Hiến Thành, P.13, Quận 10, TP. HCM",
907,Hanoi Ngon - Nem Chua Rán Ăn Vặt Chuẩn Hà Nội - Tô Hiến Thành,"243/7 Tô Hiến Thành, P. 13, Quận 10, TP. HCM",
908,Bánh Canh Tây Ninh Nguyên Vy,"339/23 Tô Hiến Thành, P. 13, Quận 10, TP. HCM",
909,Cheesy Burger,"339/22 Tô Hiến Thành, P. 12, Quận 10, TP. HCM",
910,Cô Thủy - Bánh Canh Cua,"384 - 386 Cách Mạng Tháng 8, P. 10, Quận 3, TP. HCM",
911,Bún Thịt Nướng Kiều Bảo - Tô Hiến Thành,"339/12 Tô Hiến Thành, Quận 10, TP. HCM",
912,Bún Thịt Nướng Quán 339,"339/7 Tô Hiến Thành, P. 13, Quận 10, TP. HCM",
913,Cơm Gà Hoàng Anh,"339/4 Tô Hiến Thành, P. 12, Quận 10, TP. HCM",
914,Trái Cây Tô Ngon Nhất Quả Đất,"339/3B Tô Hiến Thành, P. 12, Quận 10, TP. HCM",
915,Bà Lâm - Cháo Vịt & Gỏi,"343/2 Tô Hiến Thành, P. 12, Quận 10, TP. HCM",
916,Tứ Thời - Phở Bò & Bò Kho,"7A/5/27C Thành Thái, Quận 10, TP. HCM",
917,Bánh Mì Cóc - Bánh Mì Gà Xé - 112A Nguyễn Thái Sơn,"112A Nguyễn Thái Sơn, P. 3, Quận Gò Vấp, TP. HCM",
918,Neca Fresh Yogurt - Trường Sơn,"15 Trường Sơn, P. 15, Quận 10, TP. HCM",
919,Cơm Hạnh Thu,"10A Trường Sơn, P. 15, Quận 10, TP. HCM",
920,Sentosa Food - Cháo Ếch Singapore - Tô Hiến Thành,"188 Tô Hiến Thành, P. 15, Quận 10, TP. HCM",
921,Chè Bưởi Vĩnh Long - Tô Hiến Thành,"220 Tô Hiến Thành, P. 15, Quận 10, TP. HCM",
922,Mì Ý Double B - Tô Hiến Thành,"266/70 Tô Hiến Thành, P. 15, Quận 10, TP. HCM",
923,Xôi Gà Út Mập - Number One - Phan Bội Châu,"22 Phan Bội Châu, P. Bến Thành, Quận 1, TP. HCM",
924,Khoa Ký Mì Gia - Hồ Bá Kiện,"50 Hồ Bá Kiện, P. 15, Quận 10, TP. HCM",
925,Súp Cua 89,"529/68 Huỳnh Văn Bánh, P. 14, Quận Phú Nhuận, TP. HCM",
926,Gà Ta Sơn Ca - Hồ Bá Kiện,"83 Hồ Bá Kiện, P. 15, Quận 10, TP. HCM",
927,Ân Ký Mì Gia - Hồ Bá Kiện,"57 Hồ Bá Kiện, P. 15, Quận 10, TP. HCM",
928,Miến Phở Gà 43 Mạc Đĩnh Chi - Hồ Bá Kiện,"25 Hồ Bá Kiện, Quận 10, TP. HCM",
929,"Tiểu An - Cá Viên Chiên, Bò Viên Chiên & Ăn Vặt","73/8 Vạn Kiếp, P. 3, Quận Bình Thạnh, TP. HCM",
930,Trà Sữa Tiên Hưởng Gotcha - Ngô Tất Tố,"26 Ngô Tất Tố, P. 19, Quận Bình Thạnh, TP. HCM",
931,Trà Sữa Maycha - Ngô Tất Tố,"65 Ngô Tất Tố, P. 21, Quận Bình Thạnh, TP. HCM",
932,Hồng Trà Ngô Gia - Ngô Tất Tố,"145 Ngô Tất Tố, P. 22, Quận Bình Thạnh, TP. HCM",
933,Chè Quảng Đông - Ngô Tất Tố,"83 Ngô Tất Tố, P. 21, Quận Bình Thạnh, TP. HCM",
934,AAGhomemade - Trà Sữa Trân Châu Phô Mai Nhà Làm,"29 Nguyễn Văn Thương (Đường D1), P. 25, Quận Bình Thạnh, TP. HCM",
935,Nam Vang Hủ Tiếu Bánh Canh 2 Tô,"136 Nguyễn Văn Thương, P. 25, Quận Bình Thạnh, TP. HCM",
936,Trà Sữa Mochi - Nguyễn Văn Thương,"137 Nguyễn Văn Thương (Đường D1), P. 25, Quận Bình Thạnh, TP. HCM",
937,Phở Nhà - Nguyễn Văn Thương,"152 Nguyễn Văn Thương (Đường D1), P. 25, Quận Bình Thạnh, TP. HCM",
938,Mì Cay Haseyo - Nguyễn Gia Trí,"99 Nguyễn Gia Trí (Đường D2), P. 25, Quận Bình Thạnh, TP. HCM",
939,Mì Quảng 3 Anh Em - Đường Số 56,"38 Đường Số 56, P. Bình Trưng Đông, Tp. Thủ Đức, TP. HCM",
940,Trà Sữa Bobapop - Nguyễn Gia Trí,"60 Nguyễn Gia Trí (Đường D2), P. 25, Quận Bình Thạnh, TP. HCM",
941,Mầm Xanh - Ẩm Thực Chay,"46 Nguyễn Gia Trí, P. 25, Quận Bình Thạnh, TP. HCM",
942,Thế Giới Steak - Đường D2,"213/3 Nguyễn Gia Trí (Đường D2), P. 25, Quận Bình Thạnh, TP. HCM",
943,Mì Quảng Mỹ Sơn - Song Hành,"68 Song Hành, P. An Phú, Tp. Thủ Đức, TP. HCM",
944,Bún Bò Huế Hạnh - Lương Định Của,"76 Lương Định Của, P. An Khánh, Quận 2, TP. HCM",
945,KOI Thé - Phan Văn Trị,"L6.2 Khu Dân Cư City Land, Phan Văn Trị, P. 5, Quận Gò Vấp, TP. HCM",
946,Mì Quảng 42,"436/59/42 Cách Mạng Tháng 8, P. 11, Quận 3, TP. HCM",
947,Cơm Tấm Cây Điệp Long Xuyên,"58D Cao Thắng, P. 5, Quận 3, TP. HCM",
948,Thương - Bún Đậu Mắm Tôm - Trung Mỹ Tây 13,"109 Trung Mỹ Tây 13, P. Trung Mỹ Tây, Quận 12, TP. HCM",
949,Mì Cay Sasin - 292 Nguyễn Tri Phương,"292 - 294 Nguyễn Tri Phương, P. 4, Quận 10, TP. HCM",
950,Phúc Long Coffee & Tea - TTTM Takashimaya,"Tầng Hầm 2 - TTTM Takashimaya, 92 - 94 Nam Kỳ Khởi Nghĩa, P. Bến Nghé, Quận 1, TP. HCM",
951,Octo Tapas Restobar,"Tầng 2, 75 Hồ Tùng Mậu, P. Bến Nghé, Quận 1, TP. HCM",
952,Cơm Tấm Thuận Kiều - Tôn Thất Tùng,"26 Tôn Thất Tùng, P. Bến Thành, Quận 1, TP. HCM",
953,Nhà Hàng Bum - Nhà Hàng Hải Sản,"12 Đường Số 2, Quận 7, TP. HCM",
954,Bún Chả Hồ Gươm - Bún Chả Hà Nội - Trương Định,"29 Trương Định, P. 6, Quận 3, TP. HCM",
955,Hào Ký - Sủi Cảo & Mì Vịt Tiềm,"49B Trần Hưng Đạo, P. 6, Quận 5, TP. HCM",
956,Cháo Ếch Tân Định - Hai Bà Trưng,"336 Hai Bà Trưng, P. Tân Định, Quận 1, TP. HCM",
957,Út Đo - Bánh Khoai Mỡ Chiên & Bánh Rán Doraemon - Bình Thới,"144 Bình Thới, P. 14, Quận 11, TP. HCM",
958,TORISHO Ẩm Thực Nhật Izakaya - Thái Văn Lung,"8A/11B1 Thái Văn Lung, P. Bến Nghé, Quận 1, TP. HCM",
959,Back's Burger,"S42 - 1 Sky Garden 2, Phạm Văn Nghị, Quận 7, TP. HCM",
960,Mr. Tôm - Sushi Đường Phố - Lê Văn Thọ,"364 Lê Văn Thọ, P. 11, Quận Gò Vấp, TP. HCM",
961,Quán Cua Ngon - Nguyễn Thái Bình,"250 Nguyễn Thái Bình, P. 12, Quận Tân Bình, TP. HCM",
962,"Al Fresco's - Pizza, Mỳ Ý, Sườn, Steak Bò Bít Tết - Cộng Hòa","111 Cộng Hòa, Quận Tân Bình, TP. HCM",
963,The Land Coffee,"16/2 Cư Xá 30/4, Nguyễn Văn Thương (Đường D1), P. 25, Quận Bình Thạnh, TP. HCM",
964,Ngọc Hạnh - Bánh Cuốn Nóng,"65 Nguyễn Văn Công, Quận Gò Vấp, TP. HCM",
965,Bánh Canh Ghẹ Thi Giang,"178 Cộng Hòa, Quận Tân Bình, TP. HCM",
966,Lẩu Tươi MK - Mesa Plaza,"Mesa Plaza, 82 Nguyễn Du, P. Bến Nghé, Quận 1, TP. HCM",
967,The Pizza Company - Nguyễn Thái Học,"105 - 107 Nguyễn Thái Học, P. Cầu Ông Lãnh, Quận 1, TP. HCM",
968,244 Food - Cà Ri - Nhật Tảo,"244 Nhật Tảo, P. 8, Quận 10, TP. HCM",
969,Lẩu Dê 404 - Đường số 9,"110A Đường Số 9A, Khu Dân Cư Trung Sơn, P. Bình Hưng, Huyện Bình Chánh, TP. HCM",
970,"Cơm Cô Chín - Cơm Tấm, Bánh Hỏi & Bún Thịt Nướng","17C Đặng Văn Ngữ, P. 10, Quận Phú Nhuận, TP. HCM",
971,"Highlands Coffee - Trà, Cà Phê & Bánh - Trade Center Q10","03A Vạn Hạnh Mall, 11 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",
972,Mì Ốc Hến Dì Lan - Cư Xá Đồng Tiến,"1A Cư Xá Đồng Tiến, P. 10, Quận 10, TP. HCM",
973,Marukame Udon - Udon & Tempura - AEON Mall Bình Tân,"Lô T5, Tầng 3, Aeon Mall Bình Tân, 1 Đường Số 17A, P. Bình Trị Đông, Quận Bình Tân, TP. HCM",
974,Cháo Ếch Singapore 86 - Lê Văn Thọ,"491 Lê Văn Thọ, P. 9, Quận Gò Vấp, TP. HCM",
975,Hồng Hương - Bánh Cuốn Nóng,"1 Trần Hữu Trang, P. 11, Quận Phú Nhuận, TP. HCM",
976,NHÀ HÀNG KAMURA - CÁ NGỪ NHẬT BẢN,"8A/A14 Thái Văn Lung, P. Bến Nghé, Quận 1, TP. HCM",
977,Chảo Cá - Crescent Mall,"Tầng 5 Crescent Mall, 101 Tôn Dật Tiên, P. Tân Phú, Quận 7, TP. HCM",
978,Chè Hoa - Trần Cao Vân,"15 Trần Cao Vân, P. Đakao, Quận 1, TP. HCM",
979,Bún Riêu Cua Ốc Hà Nội - Nguyễn Duy Trinh,"239 Nguyễn Duy Trinh, P. Bình Trưng Tây, Tp. Thủ Đức, TP. HCM",
980,Trà Sữa Sinh Đôi - Bùi Đình Túy,"304/46 Bùi Đình Túy, P. 12, Quận Bình Thạnh, TP. HCM",
981,Bánh Tráng Trộn Long,"34 Nguyễn Thượng Hiền, Quận 3, TP. HCM",
982,Cơm Tấm Cali - Nguyễn Văn Trỗi,"82 Nguyễn Văn Trỗi, P. 8, Quận Phú Nhuận, TP. HCM",
983,Lá Xanh - Nước Mía Trái Cây,"214/B17 Nguyễn Trãi, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",
984,Ánh Hồng - Bún Chả Hàng Mành Hà Nội - Lý Chính Thắng,"144C Lý Chính Thắng, P. 7, Quận 3, TP. HCM",
985,Texas Chicken - Phạm Thái Bường,"228 Phạm Thái Bường, Phú Mỹ Hưng, Quận 7, TP. HCM",
986,Pizza Inn - Phú Mỹ Hưng,"C001 Chung Cư Mỹ Phước, Phạm Thái Bường, P. Tân Phong, Quận 7, TP. HCM",
987,A Xương - Cơm Gà Xối Mỡ,"61B Tú Xương, P. Võ Thị Sáu, Quận 3, TP. HCM",
988,"Gà Rán Street Food - Pizza, Burger, Mỳ Ý - Ngô Tất Tố","19 Ngô Tất Tố, P. 21, Quận Bình Thạnh, TP. HCM",
989,Cơm Tấm Phúc Lộc Thọ - 106 Hoàng Hoa Thám,"106 Hoàng Hoa Thám, P. 12, Quận Tân Bình, TP. HCM",
990,Hạnh Nguyện - Nhà Hàng Chay,"6 Hiền Vương, P. Hiệp Phú, Tp. Thủ Đức, TP. HCM",
991,Chè Thuần Việt - Trương Vĩnh Ký,"127 Trương Vĩnh Ký, P. Tân Thành, Quận Tân Phú, TP. HCM",
992,Thanh Thúy - Ẩm Thực Miền Trung,"679 Quang Trung, P.11, Quận Gò Vấp, TP. HCM",
993,Quán Ăn Hàn Quốc - Nguyễn Thị Minh Khai,"18B/28 Nguyễn Thị Minh Khai, P. Đakao, Quận 1, TP. HCM",
994,Cơm Tấm Cali - Nguyễn Huệ,"48 Nguyễn Huệ, P. Bến Nghé, Quận 1, TP. HCM",
995,"Vegan House - Món Chay, Ăn Vặt Chay & Sữa Hạt - Lạc Long Quân","647/33 Lạc Long Quân, P. 10, Quận Tân Bình, TP. HCM",
996,Bánh Ướt Lòng Gà Minh - Kha Vạn Cân,"877A Kha Vạn Cân, P. Linh Tây, Tp. Thủ Đức, TP. HCM",
997,Morico - Contemporary Japanese Lifestyle - Vincom Center,"Tầng B3 Vincom Center, 70 - 72 Lê Thánh Tôn, P. Bến Nghé, Quận 1, TP. HCM",
998,Sukiya - Cơm Bò Hầm & Mì Ramen - Lý Thái Tổ,"366 Lý Thái Tổ, P. 1, Quận 3, TP. HCM",
999,Cơm Cháy Chà Bông Chất,"375 Cách Mạng Tháng 8, P. 12, Quận 10, TP. HCM",
1000,Ning Cha - Hồng Trà Hong Kong - Nguyễn Phúc Nguyên,"62 Nguyễn Phúc Nguyên, P. 9, Quận 3, TP. HCM",
1001,Ning Cha - Trà Chanh Hong Kong - Bùi Hữu Nghĩa,"88 Bùi Hữu Nghĩa, P. 2, Quận Bình Thạnh, TP. HCM",
1002,Beefsteak Hai Con Bò - Nguyễn Thị Minh Khai,"496C Nguyễn Thị Minh Khai, Quận 3, TP. HCM",
1003,Hot Dog Phô Mai Hàn Quốc - Lê Thúc Hoạch,"39 Lê Thúc Hoạch, P. Phú Thọ Hòa, Quận Tân Phú, TP. HCM",
1004,Xôi Chè Cô Phụng,"51/3 Hồ Thị Kỷ, P. 1, Quận 10, TP. HCM",
1005,Chè Cô Có,"51/ 19 Hồ Thi Kỷ, P. 1, Quận 10, TP. HCM",
1006,Bánh Tiêu & Bánh Bao Chiên - Vạn Kiếp,"Ngã 3 Phan Xích Long - Vạn Kiếp, Quận Bình Thạnh, TP. HCM",
1007,Bánh Tiêu Chùa Ông - Kha Vạn Cân,"964 Kha Vạn Cân, P. Linh Chiểu, Tp. Thủ Đức, TP. HCM",
1008,Gà Rán KFC - Quang Trung,"1/25 Quang Trung, Huyện Hóc Môn, TP. HCM",
1009,"Highlands Coffee - Trà, Cà Phê & Bánh - Tòa Nhà Sài Gòn Giải Phóng","436 Nguyễn Thị Minh Khai, P. 5, Quận 3, TP. HCM",
1010,The Pizza Company - Hòa Bình,"78D - 80 Hòa Bình, P. 5, Quận 11, TP. HCM",
1011,Vịt Quay Bắc Kinh A Lợi - Các Món Vịt - 53 Hoàng Quốc Việt,"53 Hoàng Quốc Việt, P. Phú Mỹ, Quận 7, TP. HCM",
1012,Bánh Cuốn Thiên Hương - 3 Tháng 2,"179A Đường 3 Tháng 2, P. 11, Quận 10, TP. HCM",
1013,Pizza Hut - Đỗ Xuân Hợp,"153 Đỗ Xuân Hợp, P. Phước Long B, Tp. Thủ Đức, TP. HCM",
1014,Dzách Dzách - Bún Thái,"1036/52/5/3 Cách Mạng Tháng 8, P. 5, Quận Tân Bình, TP. HCM",
1015,Hủ Tiếu - Nguyễn Đình Khơi,"11 Nguyễn Đình Khơi, P. 4, Quận Tân Bình, TP. HCM",
1016,"Green Lands - Sữa Chua Dẻo, Kem Bơ, Ăn Vặt & Bánh Tráng","34 Nguyễn Bá Tòng, P. 11, Quận Tân Bình, TP. HCM",
1017,Quán Hữu Nghị Ký - Tôn Thất Hiệp,"122 Tôn Thất Hiệp, P. 13, Quận 11, TP. HCM",
1018,Lẩu Cá Dân Ích - Châu Văn Liêm,"99 Châu Văn Liêm, P. 14, Quận 5, TP. HCM",
1019,Chè Ba Màu - Xôi Xiêm,"157 Dương Tử Giang, P. 15, Quận 5, TP. HCM",
1020,Bún Bò Thái 79 - Lẩu Bò Ớt Xanh - Đinh Tiên Hoàng,"95/53B Đinh Tiên Hoàng, P. 3, Quận Bình Thạnh, TP. HCM",
1021,Tiên Tiên - Bún Thái Cay - Chu Văn An,"243/4 Chu Văn An, P. 12, Quận Bình Thạnh, TP. HCM",
1022,TAKOYAKI SETO - CN HOÀNG HOA THÁM,"137 Hoàng Hoa Thám, P. 13, Quận Tân Bình, TP. HCM",
1023,Oscar Saigon Buffet - Nguyễn Huệ,"68 Nguyễn Huệ, Quận 1, TP. HCM",
1024,Morico - Contemporary Japanese Lifestyle - Lê Lợi,"30 Lê Lợi, P. Bến Nghé, Quận 1, TP. HCM",
1025,Trà Sữa Gong Cha - 貢茶 - Phan Xích Long,"240 Phan Xích Long, P. 7, Quận Phú Nhuận, TP. HCM",
1026,Rốp Rốp - Bánh Tráng Nướng Đà Lạt - Phan Thị Hành,"78 Phan Thị Hành, P. Phú Thọ Hoà, Quận Tân Phú, TP. HCM",
1027,An Teahouse - Lẩu Tô Topping Và Sụn Gà Chiên,"290/1B Lý Thái Tổ, P. 1, Quận 3, TP. HCM",
1028,San Fu Lou - Ẩm Thực Quảng Đông - Phan Xích Long,"195 - 197 Phan Xích Long, P. 2, Quận Phú Nhuận, TP. HCM",
1029,Quán Chay Bát Nhã 1,"113 Đào Duy Từ, Quận 10, TP. HCM",
1030,Quán Chay Ưu Đàm Hoa,"133/11 Hòa Hưng, P. 12, Quận 10, TP. HCM",
1031,Pháp - Mì Gà,"440/14 Thống Nhất, P. 16, Quận Gò Vấp, TP. HCM",
1032,Trà Sữa Maycha - Đồng Đen,"54 - 56 Đồng Đen, P. 14, Quận Tân Bình, TP. HCM",
1033,Cơm Tấm Cây Khế 3 - Nguyễn Văn Khối,"126 Nguyễn Văn Khối, P. 9, Quận Gò Vấp, TP. HCM",
1034,Bánh Canh Cá Lóc Nam Trang Quán,"796/2 Lê Đức Thọ, P. 15, Quận Gò Vấp, TP. HCM",
1035,KOI Thé - 119 Phan Xích Long,"119 - 121 Phan Xích Long, P. 2, Quận Phú Nhuận, TP. HCM",
1036,"Thiên Ân Quán - Cơm, Bún Riêu & Bún Mắm","142 Bành Văn Trân, P. 7, Quận Tân Bình, TP. HCM",
1037,Sushi Rei - By Masuda,"10E1 Nguyễn Thị Minh Khai, P. Đa Kao, Quận 3, TP. HCM",
1038,Điểm Tâm 288 - Bún Thịt Xào & Cháo Bắc Thảo,"288 Đỗ Ngọc Thạnh, P. 4, Quận 11, TP. HCM",
1039,Hang Tiramisu - Út Tịch,"2 Út Tịch, Quận Tân Bình, TP. HCM",
1040,Cơm Gà Xối Mỡ - Chợ Ông Địa,"373/82 Lý Thường Kiệt, P. 8, Quận Tân Bình, TP. HCM",
1041,Haidilao - Hùng Vương Plaza,"Tầng 4 TTTM Parkson Hùng Vương, 126 Hồng Bàng, P. 12, Quận 5, TP. HCM",
1042,Nhật Thành - Bún Chả Hà Nội,"A29 Đường 268, KP. 4, P. Phước Long A, Tp. Thủ Đức, TP. HCM",
1043,CoCo Trà,"124B Trần Bình Trọng, P. 2, Quận 5, TP. HCM",
1044,A Tài - Bún Thịt Nướng - Điện Biên Phủ,"633/33 Điện Biên Phủ, P. 1, Quận 3, TP. HCM",
1045,Thiên Kim Quán - Cơm Gà Xối Mỡ - Đề Thám,"170 Đề Thám, P. Cô Giang, Quận 1, TP. HCM",
1046,Kim - Cháo Ếch Singapore,"110 Phan Văn Trị , P. 2, Quận 5, TP. HCM",
1047,Trà Sữa Kem Tuyết Hồng Phúc Togo,"117 Đinh Tiên Hoàng, P. 3, Quận Bình Thạnh, TP. HCM",
1048,Gà Rán Chicken Plus - Trần Quốc Toản,"55 Trần Quốc Toản, P. 8, Quận 3, TP. HCM",
1049,Starbucks Coffee - Pandora City,"Tầng Trệt Pandora City, 1/1 Trường Chinh, P. Tây Thạnh, Quận Tân Phú, TP. HCM",
1050,Starbucks Coffee - Etown 5,"G2A, Etown 5, 364 Cộng Hòa, P. 13, Quận Tân Bình, TP. HCM",
1051,Starbucks Coffee - Pico Plaza,"1F2 Pico Plaza, 20 Cộng Hòa, P. 12, Quận Tân Bình, TP. HCM",
1052,Yau Chan - Mì Vịt Tiềm - Đường Số 1A,"58 Đường Số 1A, P. Bình Trị Đông B, Quận Bình Tân, TP. HCM",
1053,Lotteria - HTV,"11Bis Nguyễn Thị Minh Khai, P. Bến Nghé, Quận 1, TP. HCM",
1054,Domino’s Pizza - Nguyễn Tri Phương,"313 Nguyễn Tri Phương, P. 5, Quận 10, TP. HCM",
1055,Lẩu Cháo Lòng Cô Béo - Món Ngon Gia Đình - Nguyễn Thị Minh Khai,"18A/39 Nguyễn Thị Minh Khai, P. Đa Kao, Quận 1, TP. HCM",
1056,Ấm Cafe & Kem,"47C Vườn Lài, P. An Phú Đông, Quận 12, TP. HCM",
1057,Bánh Bèo Nậm Lọc 3 Mẹt - Lê Hoàng Phái,"21/4 Lê Hoàng Phái, P. 17, Quận Gò Vấp, TP. HCM",
1058,Hà Nội Quán - Đoàn Văn Bơ,"89/21 Đoàn Văn Bơ, P. 2, Quận 4, TP. HCM",
1059,Bún Thịt Nướng Cô Ba - Tôn Đản,"119 Tôn Đản, P. 14, Quận 4, TP. HCM",
1060,Phở Bắc Hải Hà Nội,"39 Đường C1, P. 13, Quận Tân Bình, TP. HCM",
1061,Chè Bánh Lọt,"51A Lão Tử, Quận 5, TP. HCM",
1062,Sandwich - Hamburger Chía Núi - Minh Phụng,"439 Minh Phụng, P. 10, Quận 11, TP. HCM",
1063,Gà Rán Oppa Chicken,"275/1A Chu Văn An, P. 12, Quận Bình Thạnh, TP. HCM",
1064,Bún Mắm Cô Ba - Phan Huy Ích,"451 Phan Huy Ích, P. 14 , Quận Gò Vấp, TP. HCM",
1065,Yoshino Japanese Restaurant - Lotte Hotel Saigon,"Lotte Legend Hotel, 2A - 4A Tôn Đức Thắng, P. Bến Nghé, Quận 1, TP. HCM",
1066,Bayon - Hủ Tiếu Nam Vang - Bùi Minh Trực,"208 Bùi Minh Trực, P. 5, Quận 8, TP. HCM",
1067,Jumbo Seafood - Trần Hưng Đạo,"6 Trần Hưng Đạo, P. Phạm Ngũ Lão, Quận 1, TP. HCM",
1068,Lotteria - Vạn Hạnh Mall,"Tầng Hầm 1 - B4 Vạn Hạnh Mall, 11 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",
1069,Nhà Hàng Thuần Chay Omina - Nam Kỳ Khởi Nghĩa,"255/1 Nam Kỳ Khởi Nghĩa, P. 7, Quận 3, TP. HCM",
1070,Bún Bò Cao,"201 Huỳnh Văn Bánh, P.12, Quận Phú Nhuận, TP. HCM",
1071,Tân Tòng Lợi - Mì Sủi Cảo & Vịt Tiềm,"311 Võ Văn Tần, P. 5, Quận 3, TP. HCM",
1072,Bún Đậu Mắm Tôm A Chảnh - Xô Viết Nghệ Tĩnh,"87 Xô Viết Nghệ Tĩnh, P. 17, Quận Bình Thạnh, TP. HCM",
1073,"Gỏi Cuốn, Bánh Flan & Bánh Tráng Trộn","Đối Diện 487/17 Huỳnh Tấn Phát, Quận 7, TP. HCM",
1074,Mì Quảng Bà Thu - Nguyễn Văn Quá,"42 Nguyễn Văn Quá, P. Đông Hưng Thuận, Quận 12, TP. HCM",
1075,Bún Đậu Mẹt Handmade,"650 Nguyễn Văn Quá, P. Đông Hưng Thuận, Quận 12, TP. HCM",
1076,Toàn Quán - Hủ Tiếu Nam Vang,"99 Đề Thám, P. Cô Giang, Quận 1, TP. HCM",
1077,Cơm Tấm Phúc Lộc Thọ - 236 Đinh Tiên Hoàng,"236 Đinh Tiên Hoàng, P. Đa Kao, Quận 1, TP. HCM",
1078,Nhà Vườn - Nước Ép Nguyên Chất,"42 Tôn Thất Thuyết ( Trong Cảng Kế Bên Cây Xăng Tôn Thất Thuyết ), P. 4, Quận 4, TP. HCM",
1079,Góc Ăn Vặt - Đường DD4,"27G8 Đường DD4, P. Tân Hưng Thuận, Quận 12, TP. HCM",
1080,Starbucks Coffee - Nguyễn Văn Trỗi,"66 Nguyễn Văn Trỗi, Quận Phú Nhuận, TP. HCM",
1081,Bánh Canh Cua Dì Năm - Bùi Viện,"198 Bùi Viện, P. Phạm Ngũ Lão, Quận 1, TP. HCM",
1082,Bún Bò Huế Gia Hội - Lữ Gia,"14A Đường số 2 Cư Xá Lữ Gia, P.15, Quận 11, TP. HCM",
1083,Pizza Hut - Nguyễn Thái Sơn,"286 Nguyễn Thái Sơn, Quận Gò Vấp, TP. HCM",
1084,Sủi Cảo Huy Ngân,"538 Lý Thái Tổ, P. 10, Quận 10, TP. HCM",
1085,Bánh Canh Cua Ngọc Trinh - Trần Xuân Soạn,"867 Trần Xuân Soạn, P. Tân Hưng, Quận 7, TP. HCM",
1086,Phở Bò Yến Nhi - Phở Bò - Phùng Văn Cung,"50 Phùng Văn Cung, P. 7, Quận Phú Nhuận, TP. HCM",
1087,Bún O Thắm,"705 Cách Mạng Tháng 8, P. 6, Quận Tân Bình, TP. HCM",
1088,Phở Gia Truyền - An Dương Vương,"499 An Dương Vương, P. 8, Quận 5, TP. HCM",
1089,Tung Tung - Món Ăn Hàn Quốc & Trà sữa - Trường Sa,"122/29 Trường Sa, P. 15, Quận Bình Thạnh, TP. HCM",
1090,Chicken Tung - Quán Gà & Trà Sữa Hàn Quốc - Trường Sa,"122/29 Trường Sa, P. 15, Quận Bình Thạnh, TP. HCM",
1091,Nga Muội - Bánh Tráng Trộn Phơi Sương & Sinh Tố - Tô Ngọc Vân,"526 Tô Ngọc Vân, P. Tam Phú, Tp. Thủ Đức, TP. HCM",
1092,Bánh Tráng Trộn Trang Ù,"122 Tạ Quang Bửu, Quận 8, TP. HCM",
1093,Bà Hảo - Trà 1 Lít - Trần Xuân Soạn,"1041/62/177A Trần Xuân Soạn. P. Tân Hưng, Quận 7, TP. HCM",
1094,Quyên - Chè Thập Cẩm & Sâm Bổ Lượng,"1041/62/197C Trần Xuân Soạn, P. Tân Hưng, Quận 7, TP. HCM",
1095,Bác Ba Phi - Mì Gà Quay Tiêu & Món Nhậu,"290C/43/39B Dương Bá Trạc, P. 1, Quận 8, TP. HCM",
1096,Tâm Ký II - Cơm Chiên & Nui Xào - Cư Xá Vĩnh Hội,"D2 Cư Xá Vĩnh Hội, Đường 50, P. 5, Quận 4, TP. HCM",
1097,Cơm Tấm Việt Phố,"45 Lê Quý Đôn, P. 7, Quận 3, TP. HCM",
1098,Nem Nướng Thanh Xuân - Phạm Thế Hiển,"2925 Phạm Thế Hiển, P. 7, Quận 8, TP. HCM",
1099,Cơm Gà Xối Mỡ Bon Bon - Dương Quảng Hàm,"145 Dương Quảng Hàm, P. 7, Quận Gò Vấp, TP. HCM",
1100,Newdays Japanese Matcha Cafe - Võ Thị Sáu,"96/2 Võ Thị Sáu, P. Tân Định, Quận 1, TP. HCM",
1101,Nem Nướng Thanh Hùng,"151 Nguyễn Văn Khối, P. 11, Quận Gò Vấp, TP. HCM",
1102,Sandwich - Hamburger Chía Núi - Nguyễn Trãi,"56 Trần Xuân Hòa, P. 7, Quận 5, TP. HCM",
1103,Lạc Thái 1,"71/2 Mạc Thị Bưởi, P. Bến Nghé, Quận 1, TP. HCM",
1104,Mo Mo Paradise - Nguyễn Thị Minh Khai,"96 Nguyễn Thị Minh Khai, Quận 3, TP. HCM",
1105,Gà Rán Chicken Plus - Sư Vạn Hạnh,"850 Sư Vạn Hạnh, P. 13, Quận 10, TP. HCM",
1106,Tiệm Lẩu Bò Thành Đạt - 52 Đường 79,"52 Đường 79, P. Phước Long B, Tp. Thủ Đức, TP. HCM",
1107,Quán Ốc Cô Vy - Chuyên Ốc Dừa - Âu Cơ,"452/9 Âu Cơ, P. 10, Quận Tân Bình, TP. HCM",
1108,Haidilao - Giga Mall,"Tầng 5, L5-07, TTTM Gigamall, 240-242 Phạm Văn Đồng, P. Hiện Bình Chánh, Tp. Thủ Đức, TP. HCM",
