restaurant_id,avg_score,danh_gia
174,0.24333333333333332,Tốt
175,0.08,Trung bình
176,0.4633333333333333,Tốt
177,0.22999999999999998,Tốt
178,-0.2333333333333333,Kém
179,-0.4833333333333334,Kém
180,-0.19666666666666668,Trung bình
181,0.38000000000000006,Tốt
182,-0.4266666666666667,Kém
183,0.07,Trung bình
184,0.2966666666666667,Tốt
185,0.1566666666666667,Trung bình
186,0.09000000000000001,Trung bình
187,-0.7200000000000001,Tệ
188,0.25333333333333335,Tốt
189,0.18999999999999997,Trung bình
190,0.06333333333333331,Trung bình
191,0.27666666666666667,Tốt
192,-0.08666666666666663,Trung bình
193,0.17666666666666667,Trung bình
194,-0.2366666666666667,Kém
195,-0.15666666666666668,Trung bình
196,-0.2833333333333333,Kém
197,-0.45999999999999996,Kém
198,0.38999999999999996,Tốt
199,0.35333333333333333,Tốt
200,0.32666666666666666,Tốt
201,0.37666666666666665,Tốt
202,0.22999999999999998,Tốt
203,0.47666666666666674,Tốt
204,0.8233333333333333,Xuất sắc
205,0.003333333333333336,Trung bình
206,-0.2866666666666667,Kém
207,-0.26333333333333336,Kém
208,0.1433333333333333,Trung bình
209,-0.22333333333333336,Kém
210,0.06999999999999999,Trung bình
211,0.7000000000000001,Xuất sắc
212,-0.14,Trung bình
213,0.65,Xuất sắc
214,0.3,Tốt
215,0.2233333333333333,Tốt
216,0.08,Trung bình
217,0.44333333333333336,Tốt
218,0.15333333333333332,Trung bình
219,0.12333333333333334,Trung bình
220,0.08333333333333337,Trung bình
221,-0.05666666666666668,Trung bình
222,-0.10666666666666669,Trung bình
223,0.29000000000000004,Tốt
224,0.2066666666666667,Tốt
225,0.26666666666666666,Tốt
226,-0.14666666666666664,Trung bình
227,0.25,Tốt
228,0.15333333333333332,Trung bình
229,0.026666666666666655,Trung bình
230,-0.4166666666666667,Kém
231,-0.08666666666666667,Trung bình
232,-0.08333333333333333,Trung bình
233,-0.29666666666666663,Kém
234,0.12999999999999998,Trung bình
235,0.04666666666666667,Trung bình
236,0.5166666666666666,Tốt
237,0.033333333333333326,Trung bình
238,-0.48666666666666664,Kém
239,0.62,Xuất sắc
240,0.24,Tốt
241,-0.10666666666666665,Trung bình
242,0.29,Tốt
243,-0.18999999999999997,Trung bình
244,-0.35333333333333333,Kém
245,-0.18333333333333335,Trung bình
246,0.043333333333333335,Trung bình
247,-0.20666666666666664,Kém
248,-0.19666666666666666,Trung bình
249,0.36333333333333334,Tốt
250,0.05666666666666668,Trung bình
251,-0.5900000000000001,Kém
252,-0.08,Trung bình
253,-0.4766666666666666,Kém
254,-0.3166666666666667,Kém
255,-0.79,Tệ
256,0.41333333333333333,Tốt
257,0.6133333333333333,Xuất sắc
258,0.26666666666666666,Tốt
259,-0.18999999999999995,Trung bình
260,-0.09333333333333334,Trung bình
261,-0.25666666666666665,Kém
262,-0.003333333333333336,Trung bình
263,-0.16333333333333333,Trung bình
264,0.17666666666666667,Trung bình
265,-0.013333333333333327,Trung bình
266,0.61,Xuất sắc
267,0.22333333333333336,Tốt
268,-0.45,Kém
269,-0.17,Trung bình
270,0.11333333333333334,Trung bình
271,0.04,Trung bình
272,-0.3066666666666667,Kém
273,-0.16,Trung bình
274,-0.47000000000000003,Kém
275,0.2133333333333333,Tốt
276,0.3233333333333334,Tốt
277,-0.10333333333333335,Trung bình
278,0.56,Tốt
279,-0.16,Trung bình
280,0.4566666666666667,Tốt
281,0.04999999999999997,Trung bình
282,0.2966666666666667,Tốt
283,0.7266666666666666,Xuất sắc
284,0.06333333333333331,Trung bình
285,0.12333333333333334,Trung bình
286,-0.7166666666666667,Tệ
287,0.023333333333333334,Trung bình
288,-0.04999999999999997,Trung bình
289,0.31,Tốt
290,0.1433333333333333,Trung bình
291,-0.02666666666666666,Trung bình
292,0.08333333333333333,Trung bình
293,0.26999999999999996,Tốt
294,-0.13666666666666666,Trung bình
295,0.4566666666666667,Tốt
296,-0.14333333333333334,Trung bình
297,-0.5933333333333334,Kém
298,-0.08666666666666667,Trung bình
299,-0.1433333333333333,Trung bình
300,-0.006666666666666654,Trung bình
301,-0.09000000000000002,Trung bình
302,0.06,Trung bình
303,0.33666666666666667,Tốt
304,0.3833333333333333,Tốt
305,-0.04666666666666667,Trung bình
306,0.22,Tốt
307,-0.47000000000000003,Kém
308,-0.22999999999999998,Kém
309,-0.13,Trung bình
310,0.31666666666666665,Tốt
311,-0.47333333333333333,Kém
312,0.6833333333333332,Xuất sắc
313,0.06666666666666672,Trung bình
314,-0.18000000000000005,Trung bình
315,-0.33,Kém
316,0.06000000000000002,Trung bình
317,-0.6533333333333333,Tệ
318,-0.19000000000000003,Trung bình
319,0.03,Trung bình
320,0.20333333333333337,Tốt
321,0.12666666666666668,Trung bình
322,-0.3333333333333333,Kém
323,0.15666666666666665,Trung bình
324,-0.3333333333333333,Kém
325,-0.3566666666666667,Kém
326,-0.1433333333333333,Trung bình
327,-0.22999999999999998,Kém
328,0.38999999999999996,Tốt
329,0.18333333333333332,Trung bình
330,0.13333333333333336,Trung bình
331,0.09333333333333334,Trung bình
332,-0.36999999999999994,Kém
333,-0.18666666666666668,Trung bình
334,-0.25666666666666665,Kém
335,0.18666666666666665,Trung bình
336,-0.39999999999999997,Kém
337,0.6166666666666667,Xuất sắc
338,-0.11333333333333333,Trung bình
339,-0.0833333333333333,Trung bình
340,-0.23333333333333336,Kém
341,0.19999999999999996,Trung bình
342,0.32333333333333336,Tốt
343,-0.10000000000000003,Trung bình
344,-0.09000000000000001,Trung bình
345,0.16666666666666666,Trung bình
346,0.27,Tốt
347,-0.35333333333333333,Kém
348,0.026666666666666644,Trung bình
349,-0.23333333333333336,Kém
350,-0.26999999999999996,Kém
351,-0.036666666666666646,Trung bình
352,-0.43333333333333335,Kém
353,0.19333333333333333,Trung bình
354,-0.17999999999999997,Trung bình
355,-0.2533333333333333,Kém
356,0.33666666666666667,Tốt
357,-0.053333333333333316,Trung bình
358,0.5066666666666667,Tốt
359,-0.8233333333333334,Tệ
360,-0.16333333333333333,Trung bình
361,0.17666666666666667,Trung bình
362,0.37000000000000005,Tốt
363,-0.23333333333333336,Kém
364,-0.006666666666666672,Trung bình
365,-0.62,Tệ
366,0.23666666666666666,Tốt
367,-0.7066666666666667,Tệ
368,-0.043333333333333335,Trung bình
369,-0.06999999999999999,Trung bình
370,-0.4333333333333333,Kém
371,-0.24333333333333332,Kém
372,0.2733333333333334,Tốt
373,-0.24,Kém
374,0.11333333333333333,Trung bình
375,0.7600000000000001,Xuất sắc
376,0.24666666666666667,Tốt
377,0.49333333333333335,Tốt
378,0.05666666666666668,Trung bình
379,-0.35333333333333333,Kém
380,0.5966666666666667,Tốt
381,0.22666666666666666,Tốt
382,-0.14333333333333334,Trung bình
383,0.26666666666666666,Tốt
384,0.04,Trung bình
385,0.19666666666666666,Trung bình
386,-0.10999999999999995,Trung bình
387,0.33,Tốt
388,0.1366666666666667,Trung bình
389,-0.016666666666666673,Trung bình
390,-0.3066666666666667,Kém
391,-0.03666666666666666,Trung bình
392,-0.29,Kém
393,0.5599999999999999,Tốt
394,-0.02,Trung bình
395,-0.51,Kém
396,-0.24333333333333332,Kém
397,-0.2633333333333333,Kém
398,-0.2433333333333333,Kém
399,-0.18666666666666665,Trung bình
400,-0.34,Kém
401,-0.02999999999999999,Trung bình
402,0.07666666666666667,Trung bình
403,-0.24333333333333332,Kém
404,0.2833333333333334,Tốt
405,0.12,Trung bình
406,0.5866666666666667,Tốt
407,-0.26999999999999996,Kém
408,-0.02999999999999999,Trung bình
409,0.13,Trung bình
410,-0.10000000000000002,Trung bình
411,-0.25666666666666665,Kém
412,-0.5533333333333333,Kém
413,-0.7066666666666667,Tệ
414,-0.08666666666666667,Trung bình
415,-0.4266666666666667,Kém
416,0.84,Xuất sắc
417,-0.16666666666666666,Trung bình
418,-0.14,Trung bình
419,-0.2066666666666667,Kém
420,-0.016666666666666673,Trung bình
421,0.2333333333333333,Tốt
422,-0.10666666666666667,Trung bình
423,0.06666666666666667,Trung bình
424,-0.23333333333333336,Kém
425,-0.12,Trung bình
426,0.26,Tốt
427,-0.08666666666666668,Trung bình
428,0.47000000000000003,Tốt
429,-0.16333333333333336,Trung bình
430,0.5433333333333333,Tốt
431,0.57,Tốt
432,0.7233333333333333,Xuất sắc
433,-0.26333333333333336,Kém
434,-0.5333333333333333,Kém
435,-0.43333333333333335,Kém
436,-0.3233333333333334,Kém
437,0.07333333333333335,Trung bình
438,0.6,Tốt
439,-0.43,Kém
440,-0.3466666666666667,Kém
441,0.17333333333333334,Trung bình
442,-0.04666666666666667,Trung bình
443,0.07000000000000002,Trung bình
444,0.25666666666666665,Tốt
445,0.7066666666666667,Xuất sắc
446,-0.4566666666666667,Kém
447,0.14,Trung bình
448,-0.5333333333333333,Kém
449,-0.18999999999999997,Trung bình
450,-0.27666666666666667,Kém
451,0.20999999999999996,Tốt
452,0.38000000000000006,Tốt
453,0.3666666666666667,Tốt
454,0.18666666666666668,Trung bình
455,0.41,Tốt
456,0.05000000000000001,Trung bình
457,-0.22666666666666666,Kém
458,-0.5633333333333334,Kém
459,0.3166666666666667,Tốt
460,-0.2866666666666667,Kém
461,-0.23,Kém
462,-0.5566666666666666,Kém
463,-0.59,Kém
464,-0.48333333333333334,Kém
465,-0.4766666666666666,Kém
466,0.22,Tốt
467,0.3433333333333333,Tốt
468,-0.33,Kém
469,-0.64,Tệ
470,0.6433333333333334,Xuất sắc
471,0.4366666666666667,Tốt
472,0.016666666666666646,Trung bình
473,-0.47000000000000003,Kém
474,0.22666666666666666,Tốt
475,0.25333333333333335,Tốt
476,-0.6466666666666666,Tệ
477,-0.08333333333333333,Trung bình
478,-0.5233333333333333,Kém
479,0.2866666666666667,Tốt
480,0.05666666666666668,Trung bình
481,0.25,Tốt
482,0.18333333333333335,Trung bình
483,-0.19999999999999998,Trung bình
484,-0.3133333333333333,Kém
485,-0.5466666666666667,Kém
486,-0.03666666666666666,Trung bình
487,-0.1366666666666667,Trung bình
488,-0.006666666666666672,Trung bình
489,-0.16333333333333333,Trung bình
490,0.24666666666666667,Tốt
491,0.21666666666666667,Tốt
492,0.39999999999999997,Tốt
493,0.16666666666666666,Trung bình
494,-0.09999999999999994,Trung bình
495,0.6533333333333333,Xuất sắc
496,0.5433333333333333,Tốt
497,-0.5966666666666667,Kém
498,0.053333333333333344,Trung bình
499,0.5,Tốt
500,-0.24,Kém
501,-0.5033333333333333,Kém
502,0.36000000000000004,Tốt
503,-0.6933333333333334,Tệ
504,0.6933333333333334,Xuất sắc
505,0.24333333333333332,Tốt
506,-0.29666666666666663,Kém
507,0.18333333333333335,Trung bình
508,0.53,Tốt
509,-0.11333333333333334,Trung bình
510,0.27,Tốt
511,0.026666666666666672,Trung bình
512,-0.2733333333333334,Kém
513,-0.13,Trung bình
514,0.8566666666666666,Xuất sắc
515,0.20666666666666667,Tốt
516,0.056666666666666664,Trung bình
517,0.23666666666666666,Tốt
518,-0.24333333333333332,Kém
519,-0.45999999999999996,Kém
520,-0.47666666666666674,Kém
521,-0.08333333333333333,Trung bình
522,0.04666666666666667,Trung bình
523,0.40666666666666673,Tốt
524,-0.4633333333333334,Kém
525,-0.18000000000000002,Trung bình
526,0.09666666666666668,Trung bình
527,-0.20333333333333334,Kém
528,-0.16,Trung bình
529,-0.44,Kém
530,-0.4533333333333333,Kém
531,0.35000000000000003,Tốt
532,-0.25333333333333335,Kém
533,0.33,Tốt
534,-0.27999999999999997,Kém
535,0.03333333333333332,Trung bình
536,0.12666666666666668,Trung bình
537,0.4033333333333333,Tốt
538,-0.36000000000000004,Kém
539,-0.043333333333333356,Trung bình
540,9.25185853854297E-18,Trung bình
541,0.07666666666666667,Trung bình
542,0.23666666666666666,Tốt
543,0.20333333333333334,Tốt
544,0.39000000000000007,Tốt
545,0.30666666666666664,Tốt
546,0.13333333333333333,Trung bình
547,-0.4166666666666667,Kém
548,0.11666666666666665,Trung bình
549,-0.13666666666666666,Trung bình
550,0.05999999999999998,Trung bình
551,0.15666666666666668,Trung bình
552,-0.006666666666666691,Trung bình
553,0.7366666666666667,Xuất sắc
554,0.2166666666666667,Tốt
555,0.3133333333333333,Tốt
556,-0.20666666666666667,Kém
557,-0.6966666666666667,Tệ
558,0.19333333333333333,Trung bình
559,0.27999999999999997,Tốt
560,0.13999999999999999,Trung bình
561,-0.3333333333333333,Kém
562,0.08,Trung bình
563,-0.026666666666666675,Trung bình
564,0.11,Trung bình
565,0.10333333333333332,Trung bình
566,-0.31333333333333335,Kém
567,0.14,Trung bình
568,-0.16,Trung bình
569,0.39999999999999997,Tốt
570,-0.8666666666666667,Tệ
571,0.5766666666666667,Tốt
572,0.06666666666666665,Trung bình
573,0.10333333333333333,Trung bình
574,-0.34,Kém
575,0.07,Trung bình
576,0.06666666666666665,Trung bình
577,0.27,Tốt
578,-0.21333333333333335,Kém
579,0.21,Tốt
580,0.16,Trung bình
581,0.5533333333333333,Tốt
582,0.4366666666666667,Tốt
583,-0.02,Trung bình
584,-0.016666666666666646,Trung bình
585,-0.49666666666666665,Kém
586,0.44333333333333336,Tốt
587,-0.023333333333333355,Trung bình
588,-0.26,Kém
589,0.05000000000000001,Trung bình
590,-0.37999999999999995,Kém
591,-0.15333333333333332,Trung bình
592,0.17333333333333334,Trung bình
593,0.17666666666666667,Trung bình
594,0.5033333333333333,Tốt
595,0.18666666666666668,Trung bình
596,0.21000000000000005,Tốt
597,0.12666666666666668,Trung bình
598,-0.3533333333333333,Kém
599,-0.04999999999999999,Trung bình
600,-0.7033333333333333,Tệ
601,-0.14,Trung bình
602,0.060000000000000005,Trung bình
603,-0.3133333333333333,Kém
604,0.64,Xuất sắc
605,0.4633333333333334,Tốt
606,0.5466666666666667,Tốt
607,0.5633333333333334,Tốt
608,0.45,Tốt
609,-0.36000000000000004,Kém
610,-0.49333333333333335,Kém
611,-0.27,Kém
612,0.47333333333333333,Tốt
613,-0.19666666666666668,Trung bình
614,-0.36000000000000004,Kém
615,-0.5133333333333333,Kém
616,0.3333333333333333,Tốt
617,0.14,Trung bình
618,-0.12333333333333334,Trung bình
619,-0.6566666666666667,Tệ
620,0.09499999999999997,Trung bình
621,-0.21333333333333326,Kém
622,0.66,Xuất sắc
623,0.10333333333333335,Trung bình
624,-0.3533333333333333,Kém
625,0.45,Tốt
626,0.4133333333333333,Tốt
627,0.21000000000000005,Tốt
628,-0.24000000000000002,Kém
629,-0.39000000000000007,Kém
630,0.17666666666666667,Trung bình
631,0.006666666666666672,Trung bình
632,0.16666666666666666,Trung bình
633,0.32,Tốt
634,0.7000000000000001,Xuất sắc
635,-0.32666666666666666,Kém
636,-0.27,Kém
637,0.38999999999999996,Tốt
638,-0.16666666666666666,Trung bình
639,0.02666666666666669,Trung bình
640,-0.5633333333333334,Kém
641,-0.006666666666666672,Trung bình
642,-0.39999999999999997,Kém
643,0.06999999999999999,Trung bình
644,-0.6633333333333334,Tệ
645,-0.2466666666666667,Kém
646,-0.13999999999999999,Trung bình
647,0.5599999999999999,Tốt
648,0.3533333333333333,Tốt
649,0.7433333333333333,Xuất sắc
650,-0.13999999999999999,Trung bình
651,0.10333333333333333,Trung bình
652,-0.26999999999999996,Kém
653,-0.05666666666666668,Trung bình
654,0.026666666666666672,Trung bình
655,-0.013333333333333345,Trung bình
656,0.6866666666666666,Xuất sắc
657,-0.10333333333333335,Trung bình
658,0.4566666666666667,Tốt
659,-0.12,Trung bình
660,-0.5366666666666666,Kém
661,0.20333333333333328,Tốt
662,-0.39333333333333337,Kém
663,0.12666666666666668,Trung bình
664,-0.16,Trung bình
665,-0.14333333333333337,Trung bình
666,-0.19666666666666666,Trung bình
667,-0.6333333333333333,Tệ
668,-0.09000000000000001,Trung bình
669,0.3533333333333333,Tốt
670,0.2333333333333333,Tốt
671,0.49333333333333335,Tốt
672,0.03333333333333335,Trung bình
673,-0.10999999999999999,Trung bình
674,0.3233333333333333,Tốt
675,0.06333333333333335,Trung bình
676,0.43,Tốt
677,0.2866666666666667,Tốt
678,0.05999999999999998,Trung bình
679,0.08666666666666667,Trung bình
680,0.22999999999999998,Tốt
681,0.026666666666666655,Trung bình
682,-0.19666666666666668,Trung bình
683,-0.5233333333333333,Kém
684,-0.39666666666666667,Kém
685,0.16666666666666666,Trung bình
686,0.08666666666666667,Trung bình
687,0.19999999999999998,Trung bình
688,-0.5266666666666667,Kém
689,-0.20666666666666667,Kém
690,-0.6233333333333334,Tệ
691,-0.026666666666666655,Trung bình
692,0.39333333333333337,Tốt
693,-0.44333333333333336,Kém
694,0.04999999999999997,Trung bình
695,0.7000000000000001,Xuất sắc
696,-0.4533333333333333,Kém
697,-0.1733333333333333,Trung bình
698,0.15000000000000002,Trung bình
699,-0.13333333333333333,Trung bình
700,-0.0666666666666667,Trung bình
701,0.35000000000000003,Tốt
702,0.20666666666666667,Tốt
703,0.27666666666666667,Tốt
704,-0.32666666666666666,Kém
705,-0.5,Kém
706,-0.2933333333333333,Kém
707,0.29,Tốt
708,0.6933333333333334,Xuất sắc
709,-0.33,Kém
710,-0.36000000000000004,Kém
711,-0.7066666666666667,Tệ
712,-0.08,Trung bình
713,0.2633333333333333,Tốt
714,0.036666666666666674,Trung bình
715,0.3133333333333333,Tốt
716,0.3,Tốt
717,0.12333333333333331,Trung bình
718,-0.6699999999999999,Tệ
719,0.32,Tốt
720,-0.4366666666666667,Kém
721,-0.32,Kém
722,-0.06333333333333334,Trung bình
723,-0.6133333333333334,Tệ
724,0.3933333333333333,Tốt
725,0.44333333333333336,Tốt
726,-0.2133333333333333,Kém
727,-0.8533333333333334,Tệ
728,-0.32333333333333336,Kém
729,-0.036666666666666674,Trung bình
730,-0.13,Trung bình
731,-0.6,Tệ
732,0.09333333333333332,Trung bình
733,-0.5333333333333333,Kém
734,0.09333333333333334,Trung bình
735,0.08666666666666667,Trung bình
736,1.850371707708594E-17,Trung bình
737,0.14333333333333334,Trung bình
738,-0.2933333333333334,Kém
739,-0.12999999999999998,Trung bình
740,-0.030000000000000027,Trung bình
741,-0.35333333333333333,Kém
742,-0.04333333333333334,Trung bình
743,0.5266666666666666,Tốt
744,0.66,Xuất sắc
745,-0.09000000000000001,Trung bình
746,0.013333333333333345,Trung bình
747,0.2233333333333333,Tốt
748,-0.5466666666666667,Kém
749,0.1366666666666667,Trung bình
750,-0.13666666666666663,Trung bình
751,0.21333333333333335,Tốt
752,-0.060000000000000026,Trung bình
753,-0.6666666666666666,Tệ
754,-0.030000000000000027,Trung bình
755,-0.4266666666666666,Kém
756,-0.13666666666666666,Trung bình
757,-0.023333333333333334,Trung bình
758,-0.12,Trung bình
759,0.47,Tốt
760,0.2966666666666667,Tốt
761,-0.5366666666666667,Kém
762,0.08666666666666671,Trung bình
763,-0.4266666666666667,Kém
764,-0.4533333333333333,Kém
765,-0.15,Trung bình
766,0.3166666666666667,Tốt
767,-0.4666666666666666,Kém
768,0.09000000000000001,Trung bình
769,0.5233333333333333,Tốt
770,0.1466666666666667,Trung bình
771,0.13,Trung bình
772,0.10333333333333335,Trung bình
773,-0.6133333333333333,Tệ
774,0.5666666666666667,Tốt
775,0.29333333333333333,Tốt
776,-0.05333333333333338,Trung bình
777,0.21666666666666665,Tốt
778,0.08999999999999997,Trung bình
779,0.63,Xuất sắc
780,0.44333333333333336,Tốt
781,-0.5733333333333334,Kém
782,-0.23666666666666666,Kém
783,-0.45,Kém
784,0.25666666666666665,Tốt
785,-0.03000000000000001,Trung bình
786,-0.39333333333333337,Kém
787,-0.5433333333333333,Kém
788,0.08666666666666666,Trung bình
789,-0.24666666666666667,Kém
790,-0.06999999999999999,Trung bình
791,0.29,Tốt
792,-0.22999999999999995,Kém
793,-0.38999999999999996,Kém
794,-0.6633333333333334,Tệ
795,-0.25,Kém
796,-0.10999999999999999,Trung bình
797,-0.17,Trung bình
798,-0.08666666666666667,Trung bình
799,0.5066666666666667,Tốt
800,0.6133333333333334,Xuất sắc
801,-0.1433333333333333,Trung bình
802,0.056666666666666664,Trung bình
803,0.8833333333333333,Xuất sắc
804,-0.06666666666666667,Trung bình
805,0.2833333333333333,Tốt
806,0.2733333333333334,Tốt
807,-0.04666666666666667,Trung bình
808,-0.04666666666666667,Trung bình
809,0.053333333333333316,Trung bình
810,0.19666666666666668,Trung bình
811,-0.4066666666666667,Kém
812,0.4566666666666667,Tốt
813,0.29,Tốt
814,0.21333333333333335,Tốt
815,-0.43,Kém
816,0.82,Xuất sắc
817,0.0666666666666667,Trung bình
818,0.15,Trung bình
819,-0.20333333333333337,Kém
820,-0.03333333333333335,Trung bình
821,0.24000000000000007,Tốt
822,-0.2733333333333333,Kém
823,-0.7033333333333335,Tệ
824,0.71,Xuất sắc
825,0.4666666666666666,Tốt
826,-0.09999999999999998,Trung bình
827,-0.12666666666666668,Trung bình
828,0.14666666666666667,Trung bình
829,-0.06,Trung bình
830,0.10999999999999999,Trung bình
831,0.09333333333333332,Trung bình
832,0.19000000000000003,Trung bình
833,0.4433333333333333,Tốt
834,-0.18666666666666668,Trung bình
835,-0.23,Kém
836,0.5066666666666667,Tốt
837,-0.04,Trung bình
838,0.06666666666666664,Trung bình
839,-0.07333333333333332,Trung bình
840,0.20999999999999996,Tốt
841,0.19333333333333333,Trung bình
842,0.3533333333333333,Tốt
843,0.31666666666666665,Tốt
844,0.3166666666666667,Tốt
845,-0.08333333333333336,Trung bình
846,-0.07999999999999997,Trung bình
847,-0.07000000000000002,Trung bình
848,-0.16,Trung bình
849,-0.25666666666666665,Kém
850,-0.5933333333333333,Kém
851,-0.11333333333333333,Trung bình
852,0.29666666666666663,Tốt
853,0.14,Trung bình
854,0.09333333333333331,Trung bình
855,0.21666666666666665,Tốt
856,0.36999999999999994,Tốt
857,-0.06000000000000002,Trung bình
858,0.6633333333333334,Xuất sắc
859,0.020000000000000018,Trung bình
860,-0.39333333333333337,Kém
861,-0.3233333333333333,Kém
862,0.3233333333333333,Tốt
863,0.17666666666666667,Trung bình
864,0.5733333333333334,Tốt
865,-9.25185853854297E-18,Trung bình
866,0.17666666666666667,Trung bình
867,0.19666666666666666,Trung bình
868,0.2233333333333333,Tốt
869,0.11333333333333333,Trung bình
870,0.0766666666666667,Trung bình
871,0.040000000000000036,Trung bình
